name_first,name_last,uuid,patent_id,inventor_id,#patents
James,Thompson,03q2f0cqzkjvq01ycbf5eo595,9836580,4271072-3,118
James,Thompson,0ercas7wfu6oqdjcrr67391nx,8448581,6059340-1,118
James,Thompson,0vi8gwbjoti468yr2lk77f3ed,6656058,6059340-1,118
James,Thompson,0w3x2qpl28q0fh3t2mmpz5zwf,9503332,4271072-3,118
James,Thompson,12kax6yl5ofz1kg59lv5x9fkw,6871527,6871527-3,118
James,Thompson,15jf25lo102dtm8h0ckjl0m4n,8036195,4271072-3,118
James,Thompson,1dj3daf04wy7e2kokovtidmv9,9589299,4271072-3,118
James,Thompson,22a4trg2smfyz2n92hct1uaav,7920518,4271072-3,118
James,Thompson,24d969zl090ztwwrq7uuroa3l,9037407,4271072-3,118
James,Thompson,26vadv3u519wdrqhlt9e6hyr4,8331383,4271072-3,118
James,Thompson,48cug86bux51y4yz7hum6f4q9,7918504,6059340-1,118
James,Thompson,4g82l7uaol4oo10ix1o3z7t01,7547742,4271072-3,118
James,Thompson,4u89ebvd7ey0qsoofoy3ta2r9,9965937,4271072-3,118
James,Thompson,6ly6fob14mholpaavj09zrtnj,D812465,D613041-1,118
James,Thompson,6vjisctokam2zyjg00x4631r0,D757028,4271072-3,118
James,Thompson,8qn9vx5vqcv0oisuornbuj9ja,6673611,4271072-3,118
James,Thompson,9imjwnsekso0aizpi5f7z2zgm,4332251,4332251-1,118
James,Thompson,9qp6clroq59a7inqvhu3q0yyo,8813196,4271072-3,118
James,Thompson,ajfw45ays3t0zd3h4j6dqsapk,7657675,4271072-3,118
James,Thompson,aooyvg4adwbr9b5yn4vr4700y,9569070,4271072-3,118
James,Thompson,arqbeg03hib3gsapmpn6tnlcq,9346381,6059340-1,118
James,Thompson,aw2s03319sgxye5p0dyjsto8t,8717179,6059340-1,118
James,Thompson,bjd9d8swf1nxzth87zrt27wbj,9009171,4271072-3,118
James,Thompson,bvb34lcccvjxh5dmgivdvmz3c,8690246,6059340-1,118
James,Thompson,cxya9jlgv96gvdyxpkszaozm6,7252332,6059340-1,118
James,Thompson,d4d3pfpfrme65lzlrbeq4k3on,5902880,4271072-3,118
James,Thompson,dvl6v99ev3qfdari6tf6ej8l4,10117526,10117526-1,118
James,Thompson,eg9nabb8lfn8ms89qejemjq8t,5828900,4271072-3,118
James,Thompson,el40q4e3xr38myb26luddsp7k,9875293,4271072-3,118
James,Thompson,embz5p8n058uux6dynwwm1dyg,6571221,4271072-3,118
James,Thompson,ft5lpvr59oe7o84vm8aozm74q,9708066,6059340-1,118
James,Thompson,fu39nj2dosjypky3ar3t5l669,8250167,4271072-3,118
James,Thompson,ghhtq62kfsxmmpkewgjnv7ep1,7718727,4271072-3,118
James,Thompson,hp5y350ne4zxwbiwa0xowofep,6259405,4271072-3,118
James,Thompson,hss4hd1w3bwvh6ifgckpofqoz,7613196,4271072-3,118
James,Thompson,hv7dyvzh3m6ydpi9oxzxh1v5v,6732176,4271072-3,118
James,Thompson,hwky7xrdblgafp18amfinyen3,7841659,6059340-1,118
James,Thompson,imzc0e2ub1d3nwmuszodgv9ks,8588130,4271072-3,118
James,Thompson,iwszc7zt4q283s64dqdsbvcf0,9962657,4271072-3,118
James,Thompson,j83ypckjc2ogaikr0d9cxf1d2,9574109,4271072-3,118
James,Thompson,jacz0qz8fyj36i3pcbdmd0eww,D816025,D613041-1,118
James,Thompson,k2sa5ftiu55g6um9qnl1sztlz,6696241,4271072-3,118
James,Thompson,k4mswb9hkrf5bgvgr0etsb3ux,7742445,4271072-3,118
James,Thompson,k7wptn2qku2wzwwuz9bqovjw7,9298678,4271072-3,118
James,Thompson,kmac6najw7od9w4qlavicb9s7,9881074,4271072-3,118
James,Thompson,ksrajxmxgs42bsw007bm4rf3t,5899984,4271072-3,118
James,Thompson,lejz7svo3ucjpwjohblkcru9y,5276772,4271072-3,118
James,Thompson,lui7681bwt7jx9pq56tymkli1,9624334,4271072-3,118
James,Thompson,mb06s2usla4g22twn2ta72ny2,8832594,4271072-3,118
James,Thompson,mzqh47sh91hod54d5f2adepbt,9243113,4271072-3,118
James,Thompson,n6azbhqjpd1y506hpjcqysb7x,7701912,4271072-3,118
James,Thompson,odyezsd9fxs33slcyxtbd8jrr,9998485,4271072-3,118
James,Thompson,pr0m2q7b6mglvr6tgec340jq3,9202249,4271072-3,118
James,Thompson,qf90ary5nnf0k3mu2pv49drit,9256664,4271072-3,118
James,Thompson,ra5i70kxm0mifhrq3aogd23lv,5847954,4271072-3,118
James,Thompson,rvqgny5wb93tteokp400mflyt,8201885,6059340-1,118
James,Thompson,s1tghuycsuxugtb4b7kbv1las,4271072,4271072-3,118
James,Thompson,smruny55a4pq8b5pno1vtgkhc,D809916,D613041-1,118
James,Thompson,t016jiwurb1wz4gydazvd958z,5563982,4271072-3,118
James,Thompson,wg6c8r0dfxd14r7s5t6spx6h6,RE45131,4271072-3,118
James,Thompson,wh3hjvbgzk0rwoqd7mfnjejo0,9526790,4271072-3,118
James,Thompson,wn4a3mivdk01rjkbpp3a173bz,8261648,4271072-3,118
James,Thompson,x49h8cd03nr88g6qjoy2b8z1t,8846894,4271072-3,118
James,Thompson,x83wrd1q8p3fludgw201va1tu,9449035,4271072-3,118
James,Thompson,xfpq7wfvi6r4bwlmlswga7gjv,6650831,4271072-3,118
James,Thompson,xjov211fuhr3wfjcixrnhd1hp,10019431,4271072-3,118
James,Thompson,xjptgfqp1zbpo0gcka1iumwhg,6059340,6059340-1,118
James,Thompson,y19ro1vpmedo999e3xugi4odn,D613041,D613041-1,118
James,Thompson,yfc01pmo477rz8jt67e6uzxt6,7361332,4271072-3,118
James,Thompson,yx2ajyx2h4zqrjqw7o41plwkj,9344447,4271072-3,118
James,Thompson,yyuz4sigo756ag83gbfuvsuun,9367872,4271072-3,118
James,Thompson,z5ch928kbg7fnq3hbl87rl9yu,9296481,6059340-1,118
James,Thompson,my0acadcwkhvvazihtlpwv3ws,D836129,4271072-3,118
James,Thompson,gbxs6qq1gwuxp90pjvjkleaj4,10187757,4271072-3,118
James D.,Thompson,09xth1f1p4atpshscjol90dvh,5952902,4725797-1,118
James D.,Thompson,0cgsipomtul2lidxjy9gmyi92,4268561,4199394-1,118
James D.,Thompson,29ofo2tbr3o2lwf2ujayyei88,7917519,7917519-4,118
James D.,Thompson,390tsq5ja5tl6cdheey9i5n4d,4858229,4725797-1,118
James D.,Thompson,3ocp4gr9loim70ugbmjjg3fdh,5714383,4725797-1,118
James D.,Thompson,4qm111e7ik37066dmh7jkrtfo,5972704,4725797-1,118
James D.,Thompson,50btioz8zqp07xmfis667p3nv,5134417,4725797-1,118
James D.,Thompson,5xpxn3xwvovrzmll5132rngv8,6159692,4725797-1,118
James D.,Thompson,66rqm7tl6xe6irv94r2y871pi,6183959,4725797-1,118
James D.,Thompson,6ecxofrfzk790u5x5zdd3khie,6146886,4725797-1,118
James D.,Thompson,6kg48cf7si89lo7ddt785ajnl,8639181,4725797-1,118
James D.,Thompson,6njmdpsjmf2xl8wh6uq6npv94,4199394,4199394-1,118
James D.,Thompson,74t1ejbxl4c19odr8t0d3xfef,5750390,4725797-1,118
James D.,Thompson,7oac8gdpw8uxl9xgtrnvi4nig,4752925,4725797-1,118
James D.,Thompson,8io8ejxf0y5xvhh7n0gnlub2k,4924234,4725797-1,118
James D.,Thompson,8wnlhi0wmyewxjqfl8d34d2gg,D589630,D589630-3,118
James D.,Thompson,9bx0z7qv2tf7guelqyhprrrd6,5693535,4725797-1,118
James D.,Thompson,9sm8npcof90am1jhecednh1j3,6492512,4725797-1,118
James D.,Thompson,a0szny8px8avd191q5afj10b5,5768266,4725797-1,118
James D.,Thompson,a5v1g0hymvmvhxi9vv51ckqkb,6852535,4725797-1,118
James D.,Thompson,cavr09z6dcap8auykplvseav6,6799014,4725797-1,118
James D.,Thompson,eopqb0cmwdvb5uqm314v1kvn8,5012254,4725797-1,118
James D.,Thompson,ethgmf8gqvpnmnjxt2vkyg4qd,9382542,4725797-1,118
James D.,Thompson,f6l18lga2z4v6ik513o3mrtu0,4825172,4725797-1,118
James D.,Thompson,i3d9c99hpvrbpxpze60mkop42,5163267,5163267-1,118
James D.,Thompson,kd9bw9fz7rz0vli4vdpgb5eo5,6078287,4725797-1,118
James D.,Thompson,kn37o3kg4v27t9h23az2c5qph,5610052,4725797-1,118
James D.,Thompson,m4n388nff72py8i2v65a0vvhi,8765931,4725797-1,118
James D.,Thompson,nz1opiepmaa7sel3y096ms0ax,4989011,4725797-1,118
James D.,Thompson,q8ug0o7das3kbv3az3vuy0vh6,6448009,4725797-1,118
James D.,Thompson,qfkf9707gedpqbo6pjasy9px2,5639655,4725797-1,118
James D.,Thompson,qnt6y7ryi4mmwu9q2ahndc50h,5530449,4725797-1,118
James D.,Thompson,rg6f2a972g3z0ber7tx826151,5966048,4725797-1,118
James D.,Thompson,s5t66nm9znx08s3967r13awwc,6544755,4725797-1,118
James D.,Thompson,s6iko8egzemb0niuj51x0zmx0,5599704,4725797-1,118
James D.,Thompson,shu296arn7vrcjhnrz3ow0o4l,6421528,4725797-1,118
James D.,Thompson,soojf4yrvuhsztmk50uhumep1,5801158,4725797-1,118
James D.,Thompson,uay35976y6i1hbw8uxd65y941,4725797,4725797-1,118
James D.,Thompson,ug44s0x4ym9hrpz807vne4014,4757325,4725797-1,118
James D.,Thompson,v5p8keamq1db73sfbrz8xiv8t,7558541,4725797-1,118
James D.,Thompson,xahwsjnd7v5rj6zaty5ok12ch,6438354,4725797-1,118
James D.,Thompson,xzgej36qeqgtbpho9rh773czy,4799065,4725797-1,118
James D.,Thompson,zu5xpaekzhtex7f1n7ellkp27,5989906,4725797-1,118
Mark,Thompson,15fb9kpwhchr11jqrqr1qymvq,9005003,5910249-7,104
Mark,Thompson,1752aeda76nb8rsxv6uxahr39,7669327,5124822-5,104
Mark,Thompson,1ozv5kqtq7ojb9jbc9mofial2,8580394,5124822-5,104
Mark,Thompson,1quv47eer7on8mi1ipap544gs,5169629,5124822-5,104
Mark,Thompson,1urlrbiuhejq434t1fcs1nuh7,8573239,8573239-2,104
Mark,Thompson,2o6mab0y9oclnchhliphp9nqz,8065236,5910249-7,104
Mark,Thompson,3lngyljkotqmmm7abvp0s7074,8785173,5124822-5,104
Mark,Thompson,3yyjzj8f5wmbg8qysxzz28jg4,9415502,9415502-1,104
Mark,Thompson,41d4lnwxl7fz1wkuyduw4dekh,5605578,5567247-2,104
Mark,Thompson,4d34pkrz283rokw9mxl58s2z1,5567247,5567247-2,104
Mark,Thompson,4s1ju5mapwxpc76o59op33ldv,6761311,5910249-7,104
Mark,Thompson,51x8nj2qumnp1nfnpotmfmdid,6166489,5124822-5,104
Mark,Thompson,57plann6zhql0zyp90ajfk457,8090813,5910249-7,104
Mark,Thompson,5asnweo0rgefweixmbsabdyct,9952482,5910249-7,104
Mark,Thompson,5mh6ixkrfu8omaxn03rdbbpkd,6710027,5124822-5,104
Mark,Thompson,5wbwgjxkaylwk64zs0u6ikvmz,8441372,5910249-7,104
Mark,Thompson,6a3lzkcct8mok8d0fvpgwy85q,10098618,5910249-7,104
Mark,Thompson,6k1bnopa1yi4o82i51sf6loa6,6651315,5124822-5,104
Mark,Thompson,708g2evtvw3badgjody8hoy0o,5973231,5124822-5,104
Mark,Thompson,71oqh1f6j0q4i3w3osw4zntu6,5124822,5124822-5,104
Mark,Thompson,72f9lntf3qdx7i2fjp7uumyno,8932730,5124822-5,104
Mark,Thompson,821wwkj6fpmp6b3xwoy9rc6ir,6831062,5124822-5,104
Mark,Thompson,8hic9e3qm1jyk02lpp9sfmkf7,6451455,5124822-5,104
Mark,Thompson,8o46bf2s894s02x00qltj85ke,8605917,5910249-7,104
Mark,Thompson,8qn7cdrulk7siooya787vq46g,6423258,5910249-7,104
Mark,Thompson,8uv5n7hjfp52eu4zujbdredop,7475038,5910249-7,104
Mark,Thompson,91hc2hm6cop4jvkisilnbmnss,7664703,5910249-7,104
Mark,Thompson,9b9q6lpo4ihi07d6irg5vbhx2,9773986,5124822-5,104
Mark,Thompson,9kv81ytam4xyqwlwa9o83q89d,7613655,5910249-7,104
Mark,Thompson,a5zvct947ll5gmtsx8h8j0tpl,6439830,6439830-2,104
Mark,Thompson,allgsye94yjxblc2ifg86f8jq,9633141,5910249-7,104
Mark,Thompson,au0a8e04r1re08nxu2inojq0v,5827514,5124822-5,104
Mark,Thompson,bef15zp05kzfysnj36cmnxwp2,10053972,10053972-5,104
Mark,Thompson,bhiqbv8axsu7quh8omghld3m1,5874288,5124822-5,104
Mark,Thompson,br5ux626ydvrbm7ui4o68tt6s,6814282,5910249-7,104
Mark,Thompson,c45xtj52936r339azppsqcqxp,9085753,5124822-5,104
Mark,Thompson,crrmblxvlnnl52wmbqq8mdiv8,7735224,5124822-5,104
Mark,Thompson,d94kou2wvrr3ptrths64nyyoj,8846032,5124822-5,104
Mark,Thompson,dah8ican70nfmshtxr7kiry8o,7355504,5124822-5,104
Mark,Thompson,duu9kr7mw4cwb9zxhnhx0f1i2,7578434,5910249-7,104
Mark,Thompson,e089fvjpp28t3gtr03xtl2g5x,7117178,5910249-7,104
Mark,Thompson,e1ybpk8wjxx6pofb1cza1ho8d,8815411,5124822-5,104
Mark,Thompson,ehv0tkbi4viz5hchstfhzkbqa,7512552,5910249-7,104
Mark,Thompson,er9u7xp9a6dzeumctcngq6zcc,7104440,5910249-7,104
Mark,Thompson,f67sqcfjwqk620xdoq6z6zrwq,6030715,5124822-5,104
Mark,Thompson,fwkgal0dvlmxjoynp0rfbq5jl,5840554,5124822-5,104
Mark,Thompson,gvnjci2xfqwsdv5ldk43yk5vg,8494956,5910249-7,104
Mark,Thompson,itj9hiobj17ou747bsdr3qwpt,7653470,5910249-7,104
Mark,Thompson,ju93hsv88qbqurykgnsrtv0fo,6344553,5124822-5,104
Mark,Thompson,k9a3hnwt7a3zwt3rm4nhaauox,5135867,5124822-5,104
Mark,Thompson,kfnz7bpqeisjejp905pljag2a,8955741,5910249-7,104
Mark,Thompson,kfwbh2qilaeic2x99b3hou0r4,8078535,5910249-7,104
Mark,Thompson,kqlcfedvphl02oribxzq45d6d,8786417,8786417-3,104
Mark,Thompson,kuisb2x0799175aryduqoys07,9389323,5910249-7,104
Mark,Thompson,kv88g8h7j28kwasgoj1xggvnh,5595345,5567247-2,104
Mark,Thompson,mvbjopev3kz2ki72egms9cy5j,6051556,5124822-5,104
Mark,Thompson,n0fh4c8objrtnrj0u55gj0keq,8051003,5910249-7,104
Mark,Thompson,n2442512a0ok4lp2u2c6zuxmo,5468483,5124822-5,104
Mark,Thompson,n2o0h4157nduivbdn81i2ep8m,8028019,5910249-7,104
Mark,Thompson,nd2t2uw2ublaydlbt5zg991yf,9570834,9570834-2,104
Mark,Thompson,nx94dnztnwuuvdb4h1hgsyri8,8651963,5910249-7,104
Mark,Thompson,nyarog4yvluiydnj1ljst2skh,7341541,5910249-7,104
Mark,Thompson,nyfmj2l61gc2bf5t4xvmn2nl4,6210814,5124822-5,104
Mark,Thompson,obsy9ni8lgjk3r4e5q47vt64j,8357376,5124822-5,104
Mark,Thompson,p36gjtf14geq02c6u0k9i3cf2,7895085,5910249-7,104
Mark,Thompson,p51prhik8ng9ahs5fwwgsj4fi,8825453,5910249-7,104
Mark,Thompson,p5xltswer0hw347qgbk1bg80t,5430137,5124822-5,104
Mark,Thompson,r2ojt2f0j769g3an2xiehnoob,9688872,5124822-5,104
Mark,Thompson,r80epw5ek7d5ncebm96ks6po4,5153554,5124822-5,104
Mark,Thompson,rbdbh2bpuw6gc2df5551p8c7k,6330262,5124822-5,104
Mark,Thompson,stbr9j4kw1foakonctzer3oxt,5932209,5124822-5,104
Mark,Thompson,t852qlxzb528dpnlt9n1nyt6n,6303364,5124822-5,104
Mark,Thompson,t8mua7b2nmdit7l0y6b62fv6w,5527883,5124822-5,104
Mark,Thompson,tpto2w27wqja8f26bp5tb1hts,5593881,5124822-5,104
Mark,Thompson,ukxhasdezoulkygx7r9soinn9,5290914,5124822-5,104
Mark,Thompson,uo3kxekimtwqvpz1zzvghkv0y,9219605,5910249-7,104
Mark,Thompson,uypaej3z0dl6q9plpl7n5xpgs,9081111,5910249-7,104
Mark,Thompson,v3fcgguwkbnv1st7mq55sq0v2,5508264,5124822-5,104
Mark,Thompson,vtytd8rar1fyodeepmjfhy9ih,5910249,5910249-7,104
Mark,Thompson,w5eh6p6oyd6alu1240jmqjdif,8202726,5124822-5,104
Mark,Thompson,w9ogqr4lxstxof4btc3yw00rq,8456081,5124822-5,104
Mark,Thompson,w9zbw3zvrwdn4xwhcl0hmh4pu,8271382,5910249-7,104
Mark,Thompson,wt3hnqh7uu22eztce3ff3zseg,8916512,8916512-3,104
Mark,Thompson,x325naenua6qu40h61ib6ce7b,7130817,5910249-7,104
Mark,Thompson,xyuj23aomufcj3tjqn73pcj7l,7549575,5910249-7,104
Mark,Thompson,y3v7wcyl2xr66qig0afu9gpe8,5852397,5124822-5,104
Mark,Thompson,z4fg81b8i9ytzps1kudtokvso,5352661,5124822-5,104
Mark,Thompson,z8kfyv0jjqy60upbfwevftn4p,9103975,9103975-2,104
Mark,Thompson,zgjijpev9zh5fyzutudna2pwl,8615966,8573239-2,104
Mark,Thompson,zpwqekzuvnxxm6x5rm1hz9w85,8082569,5910249-7,104
Mark,Thompson,zsn6ri6xksoymvp1wo8wtrq8q,8019830,5910249-7,104
Mark,Thompson,zzfv9mllfbagz10iy7s07ym38,7229011,5910249-7,104
Mark R.,Thompson,2kkh0mn3k5ssd5b2bulrz4a83,6836806,6658000-2,104
Mark R.,Thompson,9sid9twgc4ib8lym7ifn828tc,6879998,6658000-2,104
Mark R.,Thompson,befklimvevq4xaft60il26wic,6305628,6305628-1,104
Mark R.,Thompson,f9set115jtgws6ubo48vmawgm,10086233,6658000-2,104
Mark R.,Thompson,g8fddff4anavne7l8v6pbix7o,7213062,6658000-2,104
Mark R.,Thompson,glt1q2fnri69120kiuee7unoy,6904460,6658000-2,104
Mark R.,Thompson,hojvvwf1h4252zlroo8lc5tav,7394651,7394651-3,104
Mark R.,Thompson,hvjmhh71aq0rzc5nlvsows2ht,7064772,6658000-2,104
Mark R.,Thompson,iim30uqlv4xksqafvvnkfjl2u,7035867,6658000-2,104
Mark R.,Thompson,lcim95g3h1da6u46p992ylsu2,6658000,6658000-2,104
Mark R.,Thompson,nib6s64d6l93jup1ew2lyr5d4,7747772,6658000-2,104
Mark R.,Thompson,xdatcqipqsj8hxj95sbnwcz8s,8122100,6658000-2,104
Peter,Thompson,27n0j6cwuj8lukond4ezegucc,4811897,4635445-3,57
Peter,Thompson,3b3vmyigdzs1yzrqblb54gs3w,5232342,4635445-3,57
Peter,Thompson,3w23k6dh597dbus5xpf7312iz,3976286,3976286-1,57
Peter,Thompson,4oi2hy0nhdkj1sf104qrx6ap7,9398461,5586116-3,57
Peter,Thompson,4r3202zv12cvdookcvjlyphwd,4635445,4635445-3,57
Peter,Thompson,53bddgnz9i95ef6ernpm4vdur,9027932,4635445-3,57
Peter,Thompson,69yli1u57rqr7ma0xzh2bigbo,6229789,5586116-3,57
Peter,Thompson,79xgliz0wkhgtigohs8646ag9,5516998,5516998-3,57
Peter,Thompson,8kgfvm62hk6hjnvj03emq4ov7,6994274,4635445-3,57
Peter,Thompson,8uyljoz9yvwd0pj7v83a87g9b,6804698,5586116-3,57
Peter,Thompson,92nrb8hpppuzvg0hbjqo4wm0q,4754919,4635445-3,57
Peter,Thompson,9gr5m5v0e0rnb6ea0tywepqil,6480499,5586116-3,57
Peter,Thompson,a41bo0dueclbjbpz5brmmo6a7,6144640,5586116-3,57
Peter,Thompson,a7z3n6iaf6dflnsofozrxrvtb,D309268,4635445-3,57
Peter,Thompson,b1mlw2ozoiuu2nqcyr7nfzrg1,5624808,5586116-3,57
Peter,Thompson,ctqkpbnlflolpwobtv9a3rkdt,6970457,5586116-3,57
Peter,Thompson,dziarlxdmawehx5qpntzfozaw,6731097,5586116-3,57
Peter,Thompson,eqqml7pc3ggjpuqmh51lzj5px,4948040,4635445-3,57
Peter,Thompson,f24yabbyuvlxvq2fcqn1rzmz8,D310340,4635445-3,57
Peter,Thompson,f5v3bo15fjrfg9ep88mim9box,6621822,5586116-3,57
Peter,Thompson,fr2gk4o1qomgzli1062qruqcb,8511219,4635445-3,57
Peter,Thompson,gknr12szv8zlki8zremegf8xw,6801535,5586116-3,57
Peter,Thompson,gq04lmjtsmlv8nc0w5v2wy1gg,5987008,5586116-3,57
Peter,Thompson,jenqi43opj6uw7tr5upo1zm41,4802601,4802601-2,57
Peter,Thompson,jxuv5w8h4u2ivoapogeryh8pd,5211532,4635445-3,57
Peter,Thompson,kitfc13oshyz6y0tzus4kc6kr,4821526,4635445-3,57
Peter,Thompson,n44nwgkawncoeo5nsil19zo94,6614793,5586116-3,57
Peter,Thompson,oddv82q6q1x0t0e9ulunupek2,6661801,5586116-3,57
Peter,Thompson,olcie9s344zvvpssea1651dlr,8191460,4635445-3,57
Peter,Thompson,pgihqiq8a383j0bedquthqrcg,7784395,4635445-3,57
Peter,Thompson,py2qwwvhiq007mzt302tohur8,5586116,5586116-3,57
Peter,Thompson,rfxt8twluzsslmefuee32tbfe,6307546,5586116-3,57
Peter,Thompson,rwclowyywd6m80qk4ti6gu0j7,4716957,4635445-3,57
Peter,Thompson,s666587m47i3fs8v0cmr7c2yd,4795088,4635445-3,57
Peter,Thompson,t1owqlb11db2x60qsnz09geyh,6844895,5586116-3,57
Peter,Thompson,ubiezne9nvpyjkg4fdkf0ormu,10036891,10036891-1,57
Peter,Thompson,umfob81rwyywjyj3blvef82n2,6893349,4635445-3,57
Peter,Thompson,vcbhb7mn249x9ygpfqjmrcox7,6771647,5586116-3,57
Peter,Thompson,wv39juey6m84rb5vdouaf52kx,6096540,6096540-3,57
Peter,Thompson,x13nutslulsqc2mxnq45pbx9b,6021115,5586116-3,57
Peter,Thompson,xj7126nu9h5u1cgzqi2u7m419,6128306,5586116-3,57
Peter,Thompson,yn5bg0w38ychku88upuuny2fg,6493315,5586116-3,57
Peter,Thompson,aglqh6iraxomawv3piisa9pky,D841196,D841196-1,57
Peter A,Thompson,1p6fbg5epb9p6ax5gcmm1am0w,9101609,5053864-1,57
Peter A,Thompson,euy1k956ya0ahl0a54c2b3yr9,7921138,5053864-1,57
Peter A,Thompson,vazcljbn10pa08ty9uj56qixh,7747588,5053864-1,57
Peter A.,Thompson,51d7n39jea2owbr2oiw6ukcqj,6802055,5053864-1,57
Peter A.,Thompson,64852gqd8rua1r7ubz0crvqwn,6043845,5053864-1,57
Peter A.,Thompson,glwqkl9txszhb1w778gkzaqwr,8654885,5053864-1,57
Peter A.,Thompson,ikz6xal3aip4ywh1eghy8ycfb,6082452,5053864-1,57
Peter A.,Thompson,iqsckmkpp8sgmn6ob2e72h8vy,6985174,5053864-1,57
Peter A.,Thompson,n1l6zlhyyi3s54j4fgypumrm4,9229739,5053864-1,57
Peter A.,Thompson,ugs0igtoquacis6kpufzdwxth,8383106,5053864-1,57
Peter A.,Thompson,vqcrih2o2ckiay7y085jpn0rq,8307008,5053864-1,57
Peter A.,Thompson,w4qi8q9amcqngbal35s3fghx4,5053864,5053864-1,57
Peter A.,Thompson,wew17ahzera4em3zqx90kx6wx,6743359,5053864-1,57
Peter A.,Thompson,y0zwlncgt6mda7v50er9ky7e2,6138758,5053864-1,57
Michael,Thorne,295jmuryf93perxuwhr0qd36b,7438703,5951582-4,3
Michael,Thorne,54i7fuiiwdxrizdec5o1k9dmz,6949086,5951582-4,3
Michael,Thorne,jlf7prue8xnkgwvfvvr8i8wy7,7198618,5951582-4,3
Mark,Thurston,0wbluq1gcdrwgcckxy6n6dnhn,6381136,5883782-1,2
Mark,Thurston,19gvjimwuygqjl1wd567rw096,6046905,5883782-1,2
David,Tierney,p4k93iicsw8n4shu90c15q5mh,6770262,6770262-2,3
David S.,Tierney,jv5xcmsv3h72haao5e8shanw4,7850639,6770262-2,3
David S.,Tierney,lcasgjj555744lul2t3cuwwvc,7510549,6770262-2,3
William,Tobin,5s3c3nztp7c8afy0b286oqxfm,9512998,4568281-2,5
William,Tobin,68075awa4fc5ibmngix5skb5j,8550813,4568281-2,5
William,Tobin,90uh7i9gpogubz082jvveoejf,9579357,9579357-1,5
William,Tobin,gbq23bg9ur10e06hc40bsjg4v,8435029,4568281-2,5
William,Tobin,nph71kmhv4uqtmlgzadvdm52b,7876209,7876209-3,5
William,Topper,hruw8y3a6ttzdkc5zci9ri25l,8033018,8033018-7,2
William,Topper,ih0nzcdg6ggkv2cuvdkv0r12v,8037595,8033018-7,2
Robert,Tsao,hlu3zmi088mt1aq9rd2xkmx05,D537856,D537856-1,2
Robert,Tsao,wc8z1pun1f5tg7gzz6daham4o,7574202,7574202-1,2
Walter,Turner,1d7mowq3zba6mqrysnw509rin,D501700,D501700-1,1
Jerome,Vashisht-Rota,bevpoh7m7eh44nsv9bhledb75,9886438,8301793-6,3
Jerome,Vashisht-Rota,dxhsphdzrefzw0vi9rwds9y3y,8942548,8301793-6,3
Jerome,Vashisht-Rota,r0z2rsmvbz3m6w6hjs67l2gyv,8301793,8301793-6,3
Rene,Verhaegen,xohfh2lg6kvxlfwqxxwci4jmp,9205967,9205967-2,1
Mark,Voll,cswjsb0x5rf9q6vu5jt3wzkcl,6755967,6755967-1,1
Amy,Wagner,34vikmmptu5209cghwi97vxf5,7938262,7938262-2,3
Amy,Wagner,c1g9ckq3povtrxkts4qoyydgy,D638532,7938262-2,3
Amy,Wagner,za9vn5mtljsgfqvwjotoapyyy,D638113,7938262-2,3
David,Walker,04xzb1a4xp5wtxki8dxq1alf3,8565726,4987481-2,88
David,Walker,15b3w91tyvluychmypicbbwb4,D450947,D417991-2,88
David,Walker,1e5nhku3b3z60e2z3kug4hyxc,7950134,4987481-2,88
David,Walker,1lh203ld7oqoazyq5r902i493,D417991,D417991-2,88
David,Walker,1tzs7kbhgqmc7w51zme5dmip0,D486023,D417991-2,88
David,Walker,24fxf8qisfqfhwwwtf55mr5vr,5666156,4987481-2,88
David,Walker,2qnof2k9nugioupujf937x709,4537915,4537915-3,88
David,Walker,2v201qahvrmnadiw1p7fx2ibv,D493305,D417991-2,88
David,Walker,397lsg62l4aey6q2ytyi1cg49,10041091,9758795-10,88
David,Walker,3az4u55fs7m118vmr4ljyz9rl,8572676,4987481-2,88
David,Walker,4a18gznk4o1gouoeakhqf855y,D479058,D417991-2,88
David,Walker,4es2nc8ijziptetmgy1ov6bvg,D594674,D417991-2,88
David,Walker,4eumw3x55zaqrlptnh550v1o2,D428739,D417991-2,88
David,Walker,4mond4tu6bepnva02xugcmmzu,D648152,D417991-2,88
David,Walker,4th5f1n2zz84pxlg9r8mpqbda,8528042,4987481-2,88
David,Walker,57zwcu1w1gxhx8r8lzaq53x0y,D486338,D417991-2,88
David,Walker,5giehrao0mx3na3np1e1kvy1j,D456177,D417991-2,88
David,Walker,5x1576v7l4ax6tgzttmx4rs7s,6145542,4987481-2,88
David,Walker,79i5o1gavxjq88qlm820c3zs9,7746179,4987481-2,88
David,Walker,7iakgh8o1h3pq22y767n0lxfk,6087789,4987481-2,88
David,Walker,7tp8fwd5ynivl26eumpvuyek4,D431406,D417991-2,88
David,Walker,8adse8iemxmwn15io40hdwqp8,8161520,4987481-2,88
David,Walker,8fl9y60puhcyqht2rgpa2qcr6,9952585,4987481-2,88
David,Walker,8kdqibwyntqsh1g5cvnt3h4em,4987481,4987481-2,88
David,Walker,8vftxfqrol6rwvig68n70x42q,D442394,D417991-2,88
David,Walker,9iuxao959qiy0qqlxhkwloyli,9446326,4987481-2,88
David,Walker,9t1d1zzhhy6yt8weywbmnftuf,D652230,D417991-2,88
